x, y, theta, stamp, 
7.060271735885987e-06, -2.4989599597397616e-08, 3.319915142611535e-06, 1389852000000, 
7.0670522472524494e-06, -2.4972330004789726e-08, 3.3227953775858324e-06, 1389954000000, 
7.048645960878456e-06, -2.491254348005839e-08, 3.3254132232626134e-06, 1390056000000, 
7.086087182496255e-06, -2.4933915050913803e-08, 3.328627462290001e-06, 1390158000000, 
7.058046645480079e-06, -2.5043108987186783e-08, 3.331081467384418e-06, 1390260000000, 
7.070670065029301e-06, -2.5021476197566612e-08, 3.334051871256671e-06, 1390362000000, 
7.110846543937156e-06, -2.5084719721513506e-08, 3.33721143987662e-06, 1390464000000, 
7.081329736757785e-06, -2.5078620269490706e-08, 3.3387558355657093e-06, 1390532000000, 
7.092901759682969e-06, -2.5057806010289104e-08, 3.3417382694588703e-06, 1390634000000, 
7.108586854908845e-06, -2.5130351547756636e-08, 3.3446683519621384e-06, 1390736000000, 
7.077100809567162e-06, -2.5092347405337785e-08, 3.3471332845748234e-06, 1390838000000, 
7.117441607966794e-06, -2.514393796123978e-08, 3.350353564262822e-06, 1390940000000, 
7.139583292127547e-06, -2.5050010526279688e-08, 3.353358729132013e-06, 1391042000000, 
7.09766431577115e-06, -2.51813472138597e-08, 3.3557210106456e-06, 1391144000000, 
7.099916589854614e-06, -2.5117902939786058e-08, 3.358588427878037e-06, 1391246000000, 
7.157212186532683e-06, -2.513410951162109e-08, 3.3620062619905727e-06, 1391348000000, 
7.135538545146344e-06, -2.5222862567220642e-08, 3.364524499075778e-06, 1391450000000, 
7.120555977444752e-06, -2.523472925440537e-08, 3.3671621578495524e-06, 1391552000000, 
7.171029992474485e-06, -2.5163259873751223e-08, 3.370513170884633e-06, 1391654000000, 
7.170676714145888e-06, -2.5178873572584385e-08, 3.3732694031891577e-06, 1391756000000, 
7.13093238357503e-06, -2.5197219246456694e-08, 3.3756639605506704e-06, 1391858000000, 
7.163119886767837e-06, -2.5279356253985938e-08, 3.3787820480503458e-06, 1391960000000, 
7.210869923690084e-06, -2.5292041663696417e-08, 3.3811840827504475e-06, 1392028000000, 
7.1895675624776415e-06, -2.5314850180718033e-08, 3.3837213070578915e-06, 1392130000000, 
7.159291284802717e-06, -2.521675238518762e-08, 3.386241505307641e-06, 1392232000000, 
7.207009854691937e-06, -2.5345190418764553e-08, 3.389530062415324e-06, 1392334000000, 
7.206835162339446e-06, -2.5363707606196977e-08, 3.3922440794248567e-06, 1392436000000, 
7.205618954961008e-06, -2.5317625841036846e-08, 3.395106861577452e-06, 1392538000000, 
7.23176876184765e-06, -2.538561092196413e-08, 3.398118197891575e-06, 1392640000000, 
7.193664786269635e-06, -2.535112094723454e-08, 3.4005367819546275e-06, 1392742000000, 
7.226889572538156e-06, -2.5405493834748862e-08, 3.4037002971402626e-06, 1392844000000, 
7.24201620859628e-06, -2.5313350226815616e-08, 3.406639028765708e-06, 1392946000000, 
7.223212133058392e-06, -2.532460420011566e-08, 3.4092410419040734e-06, 1393048000000, 
7.260067791096229e-06, -2.5408407403977143e-08, 3.412468949498471e-06, 1393150000000, 
7.234568746634251e-06, -2.5477245164906263e-08, 3.414962857383124e-06, 1393252000000, 
7.236025842207675e-06, -2.5435542044971778e-08, 3.4178157313155872e-06, 1393354000000, 
7.2897587799575756e-06, -2.5448776652400754e-08, 3.42119477198112e-06, 1393456000000, 
7.2601585040122004e-06, -2.544626659105756e-08, 3.423618614196695e-06, 1393558000000, 
7.233171147214648e-06, -2.5501734690592487e-08, 3.426154114304765e-06, 1393660000000, 
7.258843471536452e-06, -2.5446576446438793e-08, 3.4282884625937995e-06, 1393728000000, 
7.313750067062356e-06, -2.5541057795718823e-08, 3.4316214199696255e-06, 1393830000000, 
7.272661071246556e-06, -2.5520102033576266e-08, 3.4340436945043035e-06, 1393932000000, 
7.268462822042625e-06, -2.5560960793954885e-08, 3.4367796138127954e-06, 1394034000000, 
7.327032807121006e-06, -2.5585652213905472e-08, 3.4401830627072787e-06, 1394136000000, 
7.312867766538844e-06, -2.5594689249023586e-08, 3.442776769240946e-06, 1394238000000, 
7.279298684577352e-06, -2.5625342034258088e-08, 3.445290485112092e-06, 1394340000000, 
7.32190463823816e-06, -2.559155491069527e-08, 3.44848972600654e-06, 1394442000000, 
7.354494133139635e-06, -2.56404565320889e-08, 3.4515724384375483e-06, 1394544000000, 
7.303266376058436e-06, -2.5610711377268406e-08, 3.4538712858721598e-06, 1394646000000, 
7.329538773220587e-06, -2.566710109124404e-08, 3.456971417663356e-06, 1394748000000, 
7.375125731536236e-06, -2.5677074116169612e-08, 3.460240074344624e-06, 1394850000000, 
7.341624243388529e-06, -2.570812340072305e-08, 3.462693730569586e-06, 1394952000000, 
7.329567100542335e-06, -2.5636527277502454e-08, 3.465389990694935e-06, 1395054000000, 
7.38465070319263e-06, -2.569926996043446e-08, 3.4687675562103324e-06, 1395156000000, 
7.371050407785635e-06, -2.5728474795303314e-08, 3.471337359399712e-06, 1395258000000, 
7.337937471804729e-06, -2.575761027812808e-08, 3.4738248026241914e-06, 1395360000000, 
7.353824714061402e-06, -2.5714269325741893e-08, 3.475883620785032e-06, 1395428000000, 
7.410485605174561e-06, -2.5687107910797192e-08, 3.479294005361575e-06, 1395530000000, 
7.376389433428615e-06, -2.5755587244348273e-08, 3.4817177141496984e-06, 1395632000000, 
7.373111876214982e-06, -2.5804389895240423e-08, 3.4844720363321623e-06, 1395734000000, 
7.430439939884006e-06, -2.5817586420848916e-08, 3.4879005383097084e-06, 1395836000000, 
7.414567636662934e-06, -2.5744951668907018e-08, 3.490465207476009e-06, 1395938000000, 
7.378937839005793e-06, -2.5737283030569632e-08, 3.4929083043681786e-06, 1396040000000, 
7.4240744729573e-06, -2.584890253407414e-08, 3.4961459181435393e-06, 1396142000000, 
7.442187491468736e-06, -2.5875617628153383e-08, 3.4991404147260474e-06, 1396244000000, 
7.425079390404763e-06, -2.5837511543116486e-08, 3.5018116020157985e-06, 1396346000000, 
7.459825883572194e-06, -2.5897982366102065e-08, 3.5049545889550486e-06, 1396448000000, 
7.415155739858805e-06, -2.5869121096101794e-08, 3.5072709016610504e-06, 1396550000000, 
7.434468575968825e-06, -2.5927993416825344e-08, 3.5102856828036475e-06, 1396652000000, 
7.490791114311157e-06, -2.5940723635661402e-08, 3.5136512025777935e-06, 1396754000000, 
7.456668612526153e-06, -2.596486137740809e-08, 3.516086815273444e-06, 1396856000000, 
7.437671445090808e-06, -2.5895517611817404e-08, 3.5187260828793636e-06, 1396958000000, 
7.476294364319896e-06, -2.5976628847521218e-08, 3.5209668378788866e-06, 1397026000000, 
7.499987386668255e-06, -2.5916190008156186e-08, 3.523978223029366e-06, 1397128000000, 
7.461238046570955e-06, -2.60098948988152e-08, 3.526385108261169e-06, 1397230000000, 
7.466480701674606e-06, -2.5971756971069545e-08, 3.5292679973920103e-06, 1397332000000, 
7.5253346702551775e-06, -2.59886590552877e-08, 3.532703857836019e-06, 1397434000000, 
7.499114901201312e-06, -2.6009735338931807e-08, 3.5351918092340508e-06, 1397536000000, 
7.4888733703163805e-06, -2.6061655912606295e-08, 3.537884702838104e-06, 1397638000000, 
7.539334629357852e-06, -2.6077021333106277e-08, 3.541244008670235e-06, 1397740000000, 
7.516692158585745e-06, -2.6005823491164764e-08, 3.5437410464876475e-06, 1397842000000, 
7.526635404698851e-06, -2.6091557882103904e-08, 3.5466460098884465e-06, 1397944000000, 
7.542752761006179e-06, -2.601151845647635e-08, 3.549629364086301e-06, 1398046000000, 
7.517392818769239e-06, -2.6138212547528903e-08, 3.5521514227900334e-06, 1398148000000, 
7.5460318417080145e-06, -2.6108824927096777e-08, 3.5552385077897328e-06, 1398250000000, 
7.564844792323995e-06, -2.616158731850684e-08, 3.5581892138061986e-06, 1398352000000, 
7.550441407514257e-06, -2.6167614384810627e-08, 3.5608609355988865e-06, 1398454000000, 
7.5898985132270454e-06, -2.618299657497606e-08, 3.564114794476525e-06, 1398556000000, 
7.5746253299651425e-06, -2.6185282675660397e-08, 3.565724366607756e-06, 1398624000000, 
7.553373467529843e-06, -2.620844563233178e-08, 3.568363691503102e-06, 1398726000000, 
7.599734154479296e-06, -2.6224927135036025e-08, 3.5717017868410118e-06, 1398828000000, 
7.5790728204012514e-06, -2.612939491727091e-08, 3.5742284884198344e-06, 1398930000000, 
7.584832479822204e-06, -2.6239256187549793e-08, 3.5770821657328394e-06, 1399032000000, 
7.602861721159508e-06, -2.6158038427757998e-08, 3.5800905069407215e-06, 1399134000000, 
7.57345376723133e-06, -2.6285906321191966e-08, 3.5825804534197704e-06, 1399236000000, 
7.598097657244129e-06, -2.625707172641805e-08, 3.58562304115784e-06, 1399338000000, 
7.6493801347358e-06, -2.6254554898451797e-08, 3.5889763585255084e-06, 1399440000000, 
7.60356039605751e-06, -2.6267486329996385e-08, 3.5912453885123037e-06, 1399542000000, 
7.6117873371482865e-06, -2.633050962638321e-08, 3.594171565992231e-06, 1399644000000, 
7.657191009630465e-06, -2.6346246997569792e-08, 3.597432198397062e-06, 1399746000000, 
7.624424294448591e-06, -2.6242120828057033e-08, 3.5998447342351072e-06, 1399848000000, 
7.655406370777583e-06, -2.635971623366627e-08, 3.602963293956566e-06, 1399950000000, 
7.659577447639515e-06, -2.6390944319526073e-08, 3.6058239544030324e-06, 1400052000000, 
7.634604088513726e-06, -2.6354482984582472e-08, 3.608394288981849e-06, 1400154000000, 
