imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.008758962154388428, 0.02344459295272827, 0.0017517924308776856, 6.454336263666898e-13, 2.557362961089973e-07, 2.5238248781533914e-06, 0.0, 0.0, 1700248277984625499, 
-0.016472995281219482, -0.00538480281829834, -0.0039034359460861194, -3.1995601475101836e-10, -5.169908839442822e-05, 6.188813472105653e-06, 1.0988974758215896e-06, 0.0, 1700248278030364528, 
-0.014607548713684082, 0.0018218755722045898, -0.007734928917351845, -1.8091848149653573e-09, -0.0004600612957836322, 3.932486456796446e-06, 1.139420379138243e-05, 1.391674311098481e-12, 1700248278073940505, 
0.007546365261077881, 0.00047218799591064453, -0.0019383275300606006, -4.145297957001732e-09, -0.0004542029547979073, 9.126532342455011e-06, 8.299191074298551e-06, -1.785018655793928e-11, 1700248278123969703, 
-0.012501060962677002, -0.015411019325256348, -0.0059894148844180095, -5.196171252850942e-09, -0.0006256162059636053, 8.305685184173802e-06, 1.6711999280326708e-06, -6.210531978701953e-11, 1700248278173950042, 
-0.4727138876914978, 0.23463356494903564, -0.18679789731340474, -8.524659806173516e-05, -0.010834427824886549, 0.007868121827894295, 0.0005498751660380061, -5.739865656916212e-08, 1700248278270063006, 
0.20877844095230103, -0.04483532905578613, -0.032142193621382875, -0.0011457723724904423, -0.0034173508877251256, 0.33528086817364083, 0.0013594158350372092, -3.072070133643242e-05, 1700248278363622681, 
-0.0007706880569458008, -0.047493577003479004, -0.019700907866948697, -0.0010600897046906064, -0.0017038338768970698, 0.6221790275828911, 0.0015860628096324323, -5.9016198024159216e-05, 1700248278524084987, 
-0.1422797441482544, 0.3583338260650635, -0.06229959868539376, 0.06215952489809095, 0.08038658437764983, 0.7732574456214039, 0.014368441803231692, 0.0007071215161615313, 1700248278624951444, 
0.1531081199645996, 0.06692355871200562, 0.02053729134534251, 0.05513529968767343, 0.063201117218241, 0.8723785609245588, 0.019581730502081972, 0.0021881553239612903, 1700248278714274136, 
0.8936684727668762, -0.0507889986038208, 0.35822488641857136, 0.05002357746325475, 0.05315499107557272, 0.9410890012592438, 0.01962196583976842, 0.0033046814016025323, 1700248278813349218, 
-0.11577475070953369, -0.03325772285461426, 0.17216431844204702, 0.0492587721379428, 0.052090079360793455, 0.9456459414615197, 0.02246785907214242, 0.004521648759164659, 1700248278922970849, 
0.015682876110076904, 0.392256498336792, 0.11735960720303842, 0.16412893968665043, 0.15780019017615224, 1.0401060955847607, 0.036610074213506164, 0.010882231490834341, 1700248279020951555, 
-0.6092785596847534, -0.15773773193359375, -0.1716064650845804, 0.06592932773823315, 0.056308599899923664, 1.170857166674509, 0.04126470082775411, 0.015268076146787862, 1700248279114084018, 
0.013743996620178223, 0.19930338859558105, -0.0954505896010941, 0.12849041149872076, 0.10298792119106542, 1.2476260323804629, 0.04975573130363131, 0.02234836346368024, 1700248279214103667, 
0.40941888093948364, 0.30615103244781494, 0.10453827697477239, 0.1762849002852241, 0.15954016940642118, 1.1049562059580524, 0.060334594967447155, 0.03354698935695648, 1700248279323012873, 
0.3750203251838684, -0.07474702596664429, 0.2046424191194906, 0.11897679430145638, 0.10171456690024892, 1.1697124406785948, 0.06439061304435498, 0.04143332738174279, 1700248279420994215, 
-0.48430997133255005, 0.1794913411140442, -0.0612706989807002, 0.16741188943381452, 0.13512610047286167, 1.2389308123891065, 0.07095396130816833, 0.05264639891074802, 1700248279514059231, 
-0.29211270809173584, -0.5164743661880493, -0.16281524880553574, -0.05280161105120705, -0.04544815323302212, 1.1617988255866465, 0.06962677819576105, 0.0523816803155858, 1700248279614050434, 
0.8503884673118591, 0.011145055294036865, 0.23540745698633578, 0.0239926776273388, 0.022394535227625453, 1.0713630527925362, 0.06983734521047483, 0.05271882389423338, 1700248279723948242, 
0.0607982873916626, 0.08738976716995239, 0.17028130725166601, 0.08590500042686229, 0.08235617966200656, 1.0430911290375566, 0.07121109663607951, 0.058536455125499515, 1700248279821970304, 
0.5643340349197388, 0.5040438175201416, 0.33152631913430775, 0.2342854073394769, 0.22477702634409333, 1.042301391516889, 0.0727387430623043, 0.07678027200357539, 1700248279913995761, 
-0.3729679584503174, -0.37666112184524536, 0.04565456030238041, 0.06645447751117567, 0.06781237857033173, 0.979975616726853, 0.07149680951012652, 0.08395754099311334, 1700248280014345313, 
-0.13965892791748047, 0.04238706827163696, -0.024914181685250197, 0.08838376879679383, 0.09047124950693904, 0.9769265847269513, 0.07040579477714086, 0.0929165027930656, 1700248280123957381, 
-0.09106385707855225, 0.2586655020713806, -0.045622293596470784, 0.15989024678991662, 0.1609084233435985, 0.9936723228497013, 0.06699320164973287, 0.10869609913346212, 1700248280221957802, 
0.42648327350616455, -0.12388741970062256, 0.13408625835916438, 0.10662550142431343, 0.10880079878649823, 0.9800066048554164, 0.06283831316836513, 0.11792537071680655, 1700248280315219276, 
0.41059643030166626, 0.2847694158554077, 0.24586245370769538, 0.19145570101831838, 0.19131390082582922, 1.0007411912666935, 0.05592272907465456, 0.13308208589663317, 1700248280416490447, 
0.05538475513458252, 0.1178329586982727, 0.170280396634, 0.18784676527011934, 0.18933754115706206, 0.9921263586828454, 0.04689780097347265, 0.14769102805117834, 1700248280525262434, 
0.6176849007606506, 0.4838191866874695, 0.34955641865466036, 0.29437308295170855, 0.2949578318548128, 0.9980175169466527, 0.03147035781730049, 0.16882782517019648, 1700248280623386522, 
0.19179928302764893, 0.33653467893600464, 0.28689181255538476, 0.3101586877853551, 0.30650385361881455, 1.0119242682380298, 0.012555526242798104, 0.18891820021567254, 1700248280714048661, 
0.2988632917404175, 0.5848381519317627, 0.2942571460043281, 0.3856845669365917, 0.3754865546641729, 1.027159460560551, -0.013122859107905178, 0.21184351412123048, 1700248280834546474, 
0.2859671115875244, -0.0632055401802063, 0.28099457740701167, 0.2508282569326986, 0.2566101075844842, 0.9774683440718249, -0.03300868816544565, 0.22461339753848303, 1700248280924451033, 
-0.5348872542381287, 0.3611133098602295, -0.034951167181893006, 0.288354877875103, 0.28555784779196725, 1.0097949683567213, -0.057014826689832265, 0.23883693359210853, 1700248281023427109, 
