acc_x, acc_y, angular_z, stamp, 
0.46633684635162354,0.6277016401290894,0.5443905858712472,1696619068741614194,
-0.24412792921066284,0.3580849766731262,0.775936142438284,1696619068750490581,
-0.7882187962532043,0.04860025644302368,0.7602460955354916,1696619068760520211,
-0.33142828941345215,0.12951570749282837,0.9125812926231427,1696619068769561373,
0.4524472951889038,0.24741023778915405,0.791129021767579,1696619068780593549,
0.46334701776504517,0.18749797344207764,0.906622900629176,1696619068790603966,
0.07887178659439087,0.1632952094078064,1.051318895583326,1696619068799566420,
-0.15312308073043823,-0.018317759037017822,0.9903131852739452,1696619068809567480,
0.08565062284469604,0.14645540714263916,0.8444694940240994,1696619068821959046,
0.20332038402557373,0.36645007133483887,1.4475464998396586,1696619068829572174,
0.1468866467475891,0.3212854862213135,1.044005017401694,1696619068840675649,
-0.18137425184249878,0.3021644353866577,1.2185920642610957,1696619068850688229,
-0.4503862261772156,0.6199772953987122,1.2859842656865246,1696619068860633817,
-0.1809372901916504,0.4176279902458191,1.3312569339490474,1696619068870636091,
0.0528067946434021,0.45572417974472046,1.3769786822956611,1696619068880697520,
-0.1717292070388794,0.45281171798706055,1.4444777947756688,1696619068890762344,
0.1122516393661499,0.30975043773651123,1.3133751686109154,1696619068902376734,
0.02826082706451416,0.032821059226989746,1.8989047496592297,1696619068910691127,
-0.08283430337905884,-0.2716548442840576,1.604065054932478,1696619068920753830,
0.2220274806022644,-0.10008114576339722,1.6455220044801628,1696619068930778511,
0.21244043111801147,0.3957059979438782,1.697353186473226,1696619068940725824,
-0.19945824146270752,0.44239282608032227,1.7280270214694402,1696619068950756547,
-0.41632628440856934,0.17926979064941406,1.7730132230451334,1696619068960855678,
-0.0709729790687561,0.6227371096611023,1.88036032593807,1696619068970756566,
-0.17985236644744873,1.085351824760437,1.7641874732438572,1696619068981732962,
-0.20865601301193237,0.532526969909668,2.1947425803832323,1696619068990831709,
-0.35585981607437134,-0.31319403648376465,2.01722182334138,1696619069000949953,
-0.27496856451034546,-0.2424560785293579,1.6202873516952467,1696619069013698905,
-0.14550429582595825,0.48720306158065796,2.890094895858707,1696619069020819077,
-0.27175354957580566,-0.06768369674682617,2.0193102240659084,1696619069030914962,
0.026226460933685303,-0.8135519027709961,2.0393193790207684,1696619069040884129,
-0.14716660976409912,-0.14246660470962524,2.03846604438018,1696619069050858775,
0.13353168964385986,0.6808328628540039,1.7809883608944768,1696619069062217297,
0.07754546403884888,0.13319945335388184,2.3187272482560095,1696619069070888081,
-0.17004024982452393,-0.44433581829071045,1.9639551840872551,1696619069081149467,
0.3320125937461853,0.2578127384185791,1.563319170186292,1696619069094075594,
0.30160391330718994,0.1668592095375061,2.9355643349912577,1696619069100885856,
0.6872332692146301,-0.3856682777404785,1.9510551390750823,1696619069110948165,
0.29073983430862427,-0.003819108009338379,1.9333375779094475,1696619069120950376,
-0.012926220893859863,0.31329500675201416,1.9137045571307374,1696619069130940413,
-0.26815176010131836,-0.17164570093154907,1.7760170565306421,1696619069141635474,
-0.4719654321670532,0.05006098747253418,2.035279625024126,1696619069150953702,
-0.1451495885848999,0.548000156879425,1.8876227879049678,1696619069160994741,
0.05249077081680298,-0.006892204284667969,1.4586232061423152,1696619069173988816,
0.4951895475387573,-0.009912431240081787,2.691971727076168,1696619069181043067,
-0.06541889905929565,0.5523093342781067,1.8930078863861057,1696619069191093880,
-0.06044727563858032,-0.5286990404129028,1.8465333693559587,1696619069201394638,
-0.2133210301399231,-0.054106175899505615,1.9474600328075682,1696619069211204158,
-0.15127158164978027,0.2629970908164978,1.754574673566035,1696619069222134133,
0.044398367404937744,-0.1051906943321228,2.1445018014454993,1696619069231042290,
0.15833818912506104,0.21483564376831055,1.8654751994577141,1696619069241268886,
0.06083756685256958,0.6187220811843872,1.5105047296276057,1696619069253947357,
0.07447844743728638,0.1485438346862793,2.6945971138176366,1696619069261077887,
-0.1888798475265503,-0.19676709175109863,1.919963217180215,1696619069271091372,
-0.29580992460250854,0.6239637732505798,1.9151157409182045,1696619069281115357,
-0.31733614206314087,0.2703118324279785,1.9038291854903462,1696619069291151760,
0.15997040271759033,-0.3380693793296814,1.8162152089797905,1696619069301644728,
0.026060640811920166,0.17700093984603882,2.0151881506154106,1696619069311132822,
0.08107352256774902,0.1719180941581726,1.909606943703503,1696619069321181361,
-0.09787178039550781,-0.22589647769927979,1.525577696693483,1696619069333776064,
-0.21395361423492432,0.1535521149635315,2.5899579880750627,1696619069341179821,
-0.24202239513397217,0.4051930904388428,1.90099490016618,1696619069351205094,
-0.4967508316040039,-0.1611795425415039,1.8862908112663612,1696619069361247184,
0.24534690380096436,0.33891743421554565,1.8918316238615056,1696619069371238971,
-0.14823246002197266,0.5793898701667786,1.7704832870582154,1696619069381933301,
0.2436332106590271,0.1618187427520752,2.0431196049768285,1696619069391221114,
-0.015793323516845703,0.1235552430152893,1.9032356608962377,1696619069401233107,
0.0669052004814148,0.4799332618713379,1.4844296927640566,1696619069414107389,
-0.45096129179000854,0.04371368885040283,2.666293529702922,1696619069421274938,
