x, y, th, stamp, 
-2.7928054332733154,0.4768008291721344,-0.22890810569487594,1696618879840003854,
-2.787052631378174,0.4755611717700958,-0.21346147204945348,1696618879884755691,
-2.7791075706481934,0.4738851487636566,-0.1915688707575114,1696618879935530879,
-2.769732713699341,0.4722084105014801,-0.16558962104190192,1696618879985252757,
-2.756028413772583,0.4703681766986847,-0.12922177938803783,1696618880045209450,
-2.742534637451172,0.468811959028244,-0.09285954805808622,1696618880095361425,
-2.7273263931274414,0.46760910749435425,-0.052426292550428216,1696618880145227292,
-2.7106552124023438,0.46667706966400146,-0.006788293986144002,1696618880196172680,
-2.69649338722229,0.4667753577232361,0.02812671342203358,1696618880235164515,
-2.6788008213043213,0.46750521659851074,0.0734231150928879,1696618880285013908,
-2.6612939834594727,0.46893200278282166,0.12079071882790411,1696618880335024069,
-2.64388370513916,0.4712657630443573,0.16836158230125325,1696618880385275716,
-2.623339891433716,0.4749574363231659,0.22397772790645018,1696618880445464540,
-2.6065337657928467,0.47897830605506897,0.2693482057462977,1696618880495478496,
-2.589970588684082,0.4837321639060974,0.31500064635535735,1696618880545213329,
-2.5733134746551514,0.4892239272594452,0.362948058938156,1696618880596176961,
-2.560410976409912,0.4942592978477478,0.39995198390921144,1696618880635144976,
-2.5444138050079346,0.5010548233985901,0.4464175938998353,1696618880684954340,
-2.528571844100952,0.5089011788368225,0.49216862674384504,1696618880735450889,
-2.5104641914367676,0.519039511680603,0.548281512113323,1696618880795249227,
-2.4957478046417236,0.5281667709350586,0.5961032926640071,1696618880845249444,
-2.481325149536133,0.5382170081138611,0.6435743515689979,1696618880895284907,
-2.4676156044006348,0.5487849116325378,0.6902353919852421,1696618880945215168,
-2.4555234909057617,0.5589525699615479,0.7335037125443103,1696618880991196828,
-2.4443061351776123,0.5692026615142822,0.7748460485160676,1696618881035129952,
-2.43205189704895,0.5814063549041748,0.8219873181949133,1696618881084603188,
-2.4204518795013428,0.5941627025604248,0.8699155565139663,1696618881135448707,
-2.407196283340454,0.6102151870727539,0.9269680605943866,1696618881195259042,
-2.3968780040740967,0.6241555213928223,0.974173951695849,1696618881245218966,
-2.387345314025879,0.6386728286743164,1.0205945747468383,1696618881295267622,
-2.378413438796997,0.6535499095916748,1.068031819459163,1696618881345240064,
-2.370809316635132,0.6678241491317749,1.1110442548363717,1696618881391353809,
-2.3640904426574707,0.6814228296279907,1.1527187203461031,1696618881435357000,
-2.3572607040405273,0.6975207924842834,1.1990129804880465,1696618881485321368,
-2.3510711193084717,0.7136987447738647,1.2445167907754437,1696618881534688892,
-2.3446366786956787,0.7334306836128235,1.2999027903192335,1696618881594809855,
-2.34006404876709,0.7503002882003784,1.3466158281177096,1696618881644905122,
-2.3364267349243164,0.7671990394592285,1.3943953573559809,1696618881695273564,
